review_id,customer_id,booking_id,service_type,rating,review_text,sentiment,review_date
REV0252,CUST0183,BK01406,Haircut,5,Excellent bridal package. Made my wedding day perfect!,Positive,2024-12-02
REV0253,CUST0464,BK04713,Waxing,5,Amazing experience! My hair looks absolutely stunning.,Positive,2024-10-24
REV0254,CUST0058,BK01527,Hair Colour,1,Waited too long. No one even apologised for the delay.,Negative,2026-02-28
REV0255,CUST0032,BK04150,Hair Colour,1,Pricing is not transparent. Hidden charges were added at billing.,Negative,2025-05-08
REV0256,CUST0221,BK02006,Facial,3,Okay salon. Stylist was good but the ambience needs improvement.,Neutral,2025-10-20
REV0257,CUST0441,BK00962,Waxing,4,Loved my haircut. The colouring came out exactly as I imagined.,Positive,2025-07-29
REV0258,CUST0420,BK02646,Haircut,5,The staff is very skilled and the ambience is lovely.,Positive,2025-08-08
REV0259,CUST0029,BK01109,Haircut,2,The hair colour applied was completely wrong. Very disappointed.,Negative,2024-05-06
REV0260,CUST0241,BK04932,Haircut,5,Great value for money. Very satisfied with the facial treatment.,Positive,2025-03-22
REV0261,CUST0326,BK00886,Haircut,5,Very clean and hygienic salon. Staff was warm and welcoming.,Positive,2024-10-10
REV0262,CUST0465,BK00118,Haircut,4,The staff is very skilled and the ambience is lovely.,Positive,2025-06-28
REV0263,CUST0307,BK01271,Waxing,1,Pricing is not transparent. Hidden charges were added at billing.,Negative,2025-01-12
REV0264,CUST0477,BK02758,Hair Spa,5,Punctual and professional. My go-to salon from now on.,Positive,2024-11-10
REV0265,CUST0089,BK03188,Facial,3,"Mixed experience. Some services were great, others average.",Neutral,2025-11-25
REV0266,CUST0178,BK01836,Manicure,4,Great value for money. Very satisfied with the facial treatment.,Positive,2026-02-23
REV0267,CUST0269,BK03507,Waxing,2,Waited 45 minutes beyond my appointment time. Very unprofessional.,Negative,2025-08-12
REV0268,CUST0464,BK00931,Manicure,4,The stylist was so professional and understood exactly what I wanted.,Positive,2025-04-20
REV0269,CUST0064,BK01477,Hair Colour,4,Outstanding service. The hair spa was so relaxing.,Positive,2025-02-03
REV0270,CUST0030,BK01532,Haircut,4,Very friendly staff. They made me feel comfortable throughout.,Positive,2026-01-25
REV0271,CUST0203,BK04248,Waxing,5,Punctual and professional. My go-to salon from now on.,Positive,2026-01-23
REV0272,CUST0251,BK04826,Hair Spa,5,Great value for money. Very satisfied with the facial treatment.,Positive,2024-05-17
REV0273,CUST0368,BK03482,Pedicure,4,The stylist was so professional and understood exactly what I wanted.,Positive,2024-07-31
REV0274,CUST0315,BK04872,Hair Colour,5,Loved my haircut. The colouring came out exactly as I imagined.,Positive,2024-06-28
REV0275,CUST0233,BK03603,Facial,5,Outstanding service. The hair spa was so relaxing.,Positive,2024-09-18
REV0276,CUST0071,BK00905,Facial,3,"Decent salon. Service was okay, nothing extraordinary.",Neutral,2024-10-15
REV0277,CUST0092,BK00610,Hair Spa,3,"Mixed experience. Some services were great, others average.",Neutral,2025-09-14
REV0278,CUST0283,BK02950,Hair Colour,5,Punctual and professional. My go-to salon from now on.,Positive,2024-09-01
REV0279,CUST0500,BK04640,Waxing,4,Loved my haircut. The colouring came out exactly as I imagined.,Positive,2025-08-15
REV0280,CUST0139,BK02504,Waxing,4,Punctual and professional. My go-to salon from now on.,Positive,2025-02-21
REV0281,CUST0186,BK00022,Haircut,5,Very friendly staff. They made me feel comfortable throughout.,Positive,2025-08-28
REV0282,CUST0261,BK03992,Haircut,2,The place needs better maintenance and cleanliness.,Negative,2025-04-04
REV0283,CUST0217,BK00923,Hair Colour,4,Best salon in Nellore! Will definitely come back.,Positive,2025-01-04
REV0284,CUST0087,BK03644,Haircut,5,Quick service and great results. Highly recommend.,Positive,2025-01-22
REV0285,CUST0406,BK03158,Haircut,5,Best salon in Nellore! Will definitely come back.,Positive,2025-12-30
REV0286,CUST0331,BK04659,Hair Colour,4,The stylist was so professional and understood exactly what I wanted.,Positive,2025-07-19
REV0287,CUST0069,BK00247,Haircut,5,The staff is very skilled and the ambience is lovely.,Positive,2025-01-12
REV0288,CUST0485,BK04890,Haircut,2,Staff behaviour was very poor. Will not return.,Negative,2025-12-30
REV0289,CUST0419,BK02516,Hair Spa,5,Very clean and hygienic salon. Staff was warm and welcoming.,Positive,2025-04-08
REV0290,CUST0040,BK01320,Haircut,4,Very friendly staff. They made me feel comfortable throughout.,Positive,2025-05-28
REV0291,CUST0303,BK00157,Haircut,4,The stylist was so professional and understood exactly what I wanted.,Positive,2024-07-18
REV0292,CUST0175,BK03445,Pedicure,5,Best salon in Nellore! Will definitely come back.,Positive,2024-11-26
REV0293,CUST0059,BK04070,Haircut,5,Best salon in Nellore! Will definitely come back.,Positive,2025-07-11
REV0294,CUST0386,BK04580,Haircut,5,The stylist was so professional and understood exactly what I wanted.,Positive,2025-12-31
REV0295,CUST0006,BK04993,Hair Colour,4,Great value for money. Very satisfied with the facial treatment.,Positive,2025-01-15
REV0296,CUST0233,BK03622,Haircut,2,Staff behaviour was very poor. Will not return.,Negative,2024-09-12
REV0297,CUST0192,BK02497,Manicure,4,Outstanding service. The hair spa was so relaxing.,Positive,2024-07-27
REV0298,CUST0352,BK01360,Waxing,4,The stylist was so professional and understood exactly what I wanted.,Positive,2025-03-24
REV0299,CUST0061,BK03654,Waxing,4,Very friendly staff. They made me feel comfortable throughout.,Positive,2025-09-13
REV0300,CUST0035,BK00124,Pedicure,5,Amazing experience! My hair looks absolutely stunning.,Positive,2024-11-22
REV0301,CUST0050,BK03306,Bridal Package,5,Amazing experience! My hair looks absolutely stunning.,Positive,2024-05-09
REV0302,CUST0327,BK02618,Hair Spa,4,Punctual and professional. My go-to salon from now on.,Positive,2026-02-08
REV0303,CUST0416,BK00092,Facial,4,Quick service and great results. Highly recommend.,Positive,2024-10-27
REV0304,CUST0222,BK03259,Waxing,2,Waited too long. No one even apologised for the delay.,Negative,2024-06-06
REV0305,CUST0473,BK02954,Haircut,4,Excellent bridal package. Made my wedding day perfect!,Positive,2025-03-08
REV0306,CUST0101,BK02573,Pedicure,5,Punctual and professional. My go-to salon from now on.,Positive,2024-10-19
REV0307,CUST0255,BK03250,Pedicure,5,Very clean and hygienic salon. Staff was warm and welcoming.,Positive,2024-08-17
REV0308,CUST0292,BK03612,Haircut,4,The stylist was so professional and understood exactly what I wanted.,Positive,2025-01-10
REV0309,CUST0493,BK03590,Hair Colour,5,Excellent bridal package. Made my wedding day perfect!,Positive,2026-02-26
REV0310,CUST0415,BK03657,Waxing,5,Outstanding service. The hair spa was so relaxing.,Positive,2025-04-20
REV0311,CUST0249,BK00726,Haircut,5,Amazing experience! My hair looks absolutely stunning.,Positive,2026-02-13
REV0312,CUST0342,BK00103,Haircut,5,Excellent bridal package. Made my wedding day perfect!,Positive,2025-06-17
REV0313,CUST0473,BK01641,Haircut,5,Very clean and hygienic salon. Staff was warm and welcoming.,Positive,2025-12-03
REV0314,CUST0438,BK02794,Facial,4,The staff is very skilled and the ambience is lovely.,Positive,2025-02-11
REV0315,CUST0051,BK04230,Pedicure,2,The place needs better maintenance and cleanliness.,Negative,2024-09-02
REV0316,CUST0204,BK04831,Pedicure,4,Best salon in Nellore! Will definitely come back.,Positive,2025-11-27
REV0317,CUST0060,BK01814,Manicure,3,Service was fine but the pricing is slightly high.,Neutral,2025-10-02
REV0318,CUST0303,BK00838,Facial,4,Outstanding service. The hair spa was so relaxing.,Positive,2026-01-25
REV0319,CUST0204,BK04165,Waxing,4,Amazing experience! My hair looks absolutely stunning.,Positive,2025-11-09
REV0320,CUST0015,BK00350,Waxing,4,Loved my haircut. The colouring came out exactly as I imagined.,Positive,2026-02-13
REV0321,CUST0222,BK01671,Haircut,5,Very clean and hygienic salon. Staff was warm and welcoming.,Positive,2025-01-27
REV0322,CUST0446,BK00239,Hair Spa,5,Punctual and professional. My go-to salon from now on.,Positive,2026-01-26
REV0323,CUST0483,BK04569,Waxing,2,Waited too long. No one even apologised for the delay.,Negative,2025-03-23
REV0324,CUST0137,BK01842,Hair Colour,4,Amazing experience! My hair looks absolutely stunning.,Positive,2025-02-13
REV0325,CUST0412,BK00079,Manicure,5,Loved my haircut. The colouring came out exactly as I imagined.,Positive,2026-01-06
REV0326,CUST0288,BK03904,Waxing,4,Very clean and hygienic salon. Staff was warm and welcoming.,Positive,2026-01-21
REV0327,CUST0095,BK02782,Hair Spa,4,Excellent bridal package. Made my wedding day perfect!,Positive,2026-03-26
REV0328,CUST0310,BK01516,Manicure,5,Great value for money. Very satisfied with the facial treatment.,Positive,2024-09-05
REV0329,CUST0298,BK03278,Waxing,5,Very friendly staff. They made me feel comfortable throughout.,Positive,2025-04-28
REV0330,CUST0030,BK00265,Hair Spa,4,Loved my haircut. The colouring came out exactly as I imagined.,Positive,2026-03-04
REV0331,CUST0311,BK00999,Waxing,4,Excellent bridal package. Made my wedding day perfect!,Positive,2025-05-16
REV0332,CUST0230,BK01397,Haircut,4,Great value for money. Very satisfied with the facial treatment.,Positive,2026-01-03
REV0333,CUST0097,BK00668,Facial,1,The place needs better maintenance and cleanliness.,Negative,2024-07-26
REV0334,CUST0417,BK04597,Manicure,3,"Decent salon. Service was okay, nothing extraordinary.",Neutral,2025-02-24
REV0335,CUST0186,BK01795,Facial,4,The staff is very skilled and the ambience is lovely.,Positive,2025-12-05
REV0336,CUST0264,BK02335,Waxing,5,Excellent bridal package. Made my wedding day perfect!,Positive,2024-06-19
REV0337,CUST0235,BK04424,Hair Spa,5,Very clean and hygienic salon. Staff was warm and welcoming.,Positive,2025-05-13
REV0338,CUST0203,BK02671,Pedicure,5,Quick service and great results. Highly recommend.,Positive,2025-07-08
REV0339,CUST0281,BK02733,Hair Colour,4,Great value for money. Very satisfied with the facial treatment.,Positive,2026-01-25
REV0340,CUST0249,BK01911,Hair Spa,5,The stylist was so professional and understood exactly what I wanted.,Positive,2025-12-08
REV0341,CUST0435,BK01510,Hair Spa,4,Quick service and great results. Highly recommend.,Positive,2025-12-14
REV0342,CUST0228,BK02690,Waxing,4,Quick service and great results. Highly recommend.,Positive,2024-09-20
REV0343,CUST0231,BK03556,Facial,4,Very friendly staff. They made me feel comfortable throughout.,Positive,2025-05-19
REV0344,CUST0249,BK00726,Haircut,4,Excellent bridal package. Made my wedding day perfect!,Positive,2026-02-11
REV0345,CUST0466,BK00688,Haircut,4,Loved my haircut. The colouring came out exactly as I imagined.,Positive,2024-12-13
REV0346,CUST0097,BK00399,Pedicure,3,"Mixed experience. Some services were great, others average.",Neutral,2026-03-07
REV0347,CUST0454,BK00960,Hair Spa,5,Outstanding service. The hair spa was so relaxing.,Positive,2025-06-15
REV0348,CUST0037,BK00861,Waxing,3,Okay salon. Stylist was good but the ambience needs improvement.,Neutral,2025-07-14
REV0349,CUST0051,BK01701,Haircut,4,Amazing experience! My hair looks absolutely stunning.,Positive,2024-09-13
REV0350,CUST0060,BK04596,Hair Colour,4,Excellent bridal package. Made my wedding day perfect!,Positive,2025-11-19
REV0351,CUST0496,BK04842,Hair Colour,4,Loved my haircut. The colouring came out exactly as I imagined.,Positive,2025-04-07
REV0352,CUST0129,BK01529,Hair Spa,4,Very friendly staff. They made me feel comfortable throughout.,Positive,2024-07-15
REV0353,CUST0399,BK02697,Haircut,5,Excellent bridal package. Made my wedding day perfect!,Positive,2024-05-10
REV0354,CUST0210,BK04147,Facial,5,Loved my haircut. The colouring came out exactly as I imagined.,Positive,2025-06-03
REV0355,CUST0066,BK00665,Hair Spa,3,Average experience. The waiting time was a bit long.,Neutral,2024-10-21
REV0356,CUST0089,BK01258,Facial,5,Great value for money. Very satisfied with the facial treatment.,Positive,2026-01-25
REV0357,CUST0159,BK00302,Waxing,5,Very friendly staff. They made me feel comfortable throughout.,Positive,2025-12-02
REV0358,CUST0343,BK00862,Pedicure,5,Amazing experience! My hair looks absolutely stunning.,Positive,2024-08-05
REV0359,CUST0135,BK03949,Pedicure,5,The staff is very skilled and the ambience is lovely.,Positive,2024-05-26
REV0360,CUST0146,BK01872,Haircut,5,Loved my haircut. The colouring came out exactly as I imagined.,Positive,2024-05-09
REV0361,CUST0487,BK04849,Facial,5,Excellent bridal package. Made my wedding day perfect!,Positive,2026-04-20
REV0362,CUST0354,BK02172,Pedicure,5,The staff is very skilled and the ambience is lovely.,Positive,2025-05-17
REV0363,CUST0453,BK01415,Manicure,1,The place needs better maintenance and cleanliness.,Negative,2025-01-04
REV0364,CUST0136,BK01351,Pedicure,4,Outstanding service. The hair spa was so relaxing.,Positive,2025-01-14
REV0365,CUST0090,BK04967,Bridal Package,5,Great value for money. Very satisfied with the facial treatment.,Positive,2025-05-01
REV0366,CUST0457,BK02952,Facial,1,Waited too long. No one even apologised for the delay.,Negative,2026-01-14
REV0367,CUST0421,BK00218,Waxing,5,Very friendly staff. They made me feel comfortable throughout.,Positive,2026-03-06
REV0368,CUST0101,BK04340,Waxing,4,Best salon in Nellore! Will definitely come back.,Positive,2025-05-10
REV0369,CUST0091,BK04384,Haircut,5,The staff is very skilled and the ambience is lovely.,Positive,2025-09-16
REV0370,CUST0028,BK00667,Facial,5,Quick service and great results. Highly recommend.,Positive,2025-11-04
REV0371,CUST0391,BK02383,Manicure,4,Very clean and hygienic salon. Staff was warm and welcoming.,Positive,2024-09-14
REV0372,CUST0072,BK02615,Haircut,5,Great value for money. Very satisfied with the facial treatment.,Positive,2025-04-22
REV0373,CUST0215,BK03317,Hair Colour,5,Amazing experience! My hair looks absolutely stunning.,Positive,2026-04-20
REV0374,CUST0420,BK03442,Waxing,1,Waited 45 minutes beyond my appointment time. Very unprofessional.,Negative,2024-09-23
REV0375,CUST0174,BK04390,Haircut,5,Loved my haircut. The colouring came out exactly as I imagined.,Positive,2025-08-11
REV0376,CUST0248,BK04133,Waxing,3,Average experience. The waiting time was a bit long.,Neutral,2025-12-26
REV0377,CUST0421,BK02857,Haircut,4,The stylist was so professional and understood exactly what I wanted.,Positive,2025-12-29
REV0378,CUST0146,BK01872,Haircut,4,Best salon in Nellore! Will definitely come back.,Positive,2024-05-09
REV0379,CUST0294,BK01000,Hair Spa,5,Amazing experience! My hair looks absolutely stunning.,Positive,2024-11-09
REV0380,CUST0118,BK04863,Haircut,2,Waited too long. No one even apologised for the delay.,Negative,2026-01-26
REV0381,CUST0085,BK04609,Haircut,4,Outstanding service. The hair spa was so relaxing.,Positive,2025-03-09
REV0382,CUST0344,BK03958,Hair Colour,3,Average experience. The waiting time was a bit long.,Neutral,2024-08-29
REV0383,CUST0463,BK01620,Pedicure,2,Salon was not clean. Hygiene standards need serious improvement.,Negative,2026-04-18
REV0384,CUST0040,BK00158,Haircut,4,Loved my haircut. The colouring came out exactly as I imagined.,Positive,2024-12-23
REV0385,CUST0416,BK04561,Haircut,3,"Mixed experience. Some services were great, others average.",Neutral,2024-12-13
REV0386,CUST0284,BK03710,Hair Spa,4,Punctual and professional. My go-to salon from now on.,Positive,2024-05-15
REV0387,CUST0059,BK03810,Hair Spa,2,Too expensive compared to other salons in the area.,Negative,2025-01-21
REV0388,CUST0443,BK01709,Hair Spa,3,Service was fine but the pricing is slightly high.,Neutral,2024-11-22
REV0389,CUST0364,BK02595,Facial,4,Excellent bridal package. Made my wedding day perfect!,Positive,2024-06-02
REV0390,CUST0459,BK03593,Hair Colour,3,Service was fine but the pricing is slightly high.,Neutral,2025-06-14
REV0391,CUST0500,BK04640,Waxing,4,Loved my haircut. The colouring came out exactly as I imagined.,Positive,2025-08-15
REV0392,CUST0337,BK00483,Pedicure,3,Service was fine but the pricing is slightly high.,Neutral,2025-04-24
REV0393,CUST0114,BK03348,Facial,5,Excellent bridal package. Made my wedding day perfect!,Positive,2025-03-13
REV0394,CUST0304,BK02475,Waxing,4,Excellent bridal package. Made my wedding day perfect!,Positive,2024-12-25
REV0395,CUST0096,BK00983,Waxing,4,Best salon in Nellore! Will definitely come back.,Positive,2025-07-23
REV0396,CUST0324,BK04244,Haircut,3,"Decent salon. Service was okay, nothing extraordinary.",Neutral,2025-05-10
REV0397,CUST0065,BK03882,Pedicure,2,Staff was unfriendly and unprofessional throughout.,Negative,2024-09-05
REV0398,CUST0431,BK04350,Haircut,3,"Decent salon. Service was okay, nothing extraordinary.",Neutral,2024-09-07
REV0399,CUST0390,BK04019,Manicure,5,Outstanding service. The hair spa was so relaxing.,Positive,2024-11-23
REV0400,CUST0477,BK01777,Waxing,4,Best salon in Nellore! Will definitely come back.,Positive,2024-10-04
REV0401,CUST0472,BK01981,Hair Colour,4,Quick service and great results. Highly recommend.,Positive,2026-04-06
REV0402,CUST0360,BK01304,Haircut,5,The staff is very skilled and the ambience is lovely.,Positive,2024-12-07
REV0403,CUST0074,BK01142,Facial,4,The stylist was so professional and understood exactly what I wanted.,Positive,2025-08-14
REV0404,CUST0068,BK01364,Waxing,3,Okay salon. Stylist was good but the ambience needs improvement.,Neutral,2024-07-04
REV0405,CUST0219,BK03469,Facial,5,Best salon in Nellore! Will definitely come back.,Positive,2025-12-22
REV0406,CUST0316,BK03641,Hair Colour,5,Outstanding service. The hair spa was so relaxing.,Positive,2024-08-16
REV0407,CUST0475,BK04618,Haircut,5,Very friendly staff. They made me feel comfortable throughout.,Positive,2025-02-21
REV0408,CUST0167,BK03040,Waxing,4,Great value for money. Very satisfied with the facial treatment.,Positive,2025-06-07
REV0409,CUST0194,BK04615,Haircut,4,Outstanding service. The hair spa was so relaxing.,Positive,2024-12-01
REV0410,CUST0473,BK03725,Manicure,5,Very clean and hygienic salon. Staff was warm and welcoming.,Positive,2024-11-24
REV0411,CUST0051,BK01701,Haircut,5,Best salon in Nellore! Will definitely come back.,Positive,2024-09-14
REV0412,CUST0108,BK04801,Hair Spa,4,Excellent bridal package. Made my wedding day perfect!,Positive,2024-07-14
REV0413,CUST0270,BK01556,Facial,5,Loved my haircut. The colouring came out exactly as I imagined.,Positive,2024-05-09
REV0414,CUST0454,BK00960,Hair Spa,2,The place needs better maintenance and cleanliness.,Negative,2025-06-15
REV0415,CUST0489,BK01444,Waxing,1,The staff was rude and did not listen to my requirements.,Negative,2025-12-25
REV0416,CUST0111,BK04196,Facial,5,The staff is very skilled and the ambience is lovely.,Positive,2025-01-14
REV0417,CUST0418,BK00368,Manicure,4,Loved my haircut. The colouring came out exactly as I imagined.,Positive,2025-04-11
REV0418,CUST0352,BK02779,Facial,4,Amazing experience! My hair looks absolutely stunning.,Positive,2024-06-29
REV0419,CUST0272,BK00321,Haircut,1,Waited 45 minutes beyond my appointment time. Very unprofessional.,Negative,2024-08-25
REV0420,CUST0325,BK02963,Bridal Package,5,Punctual and professional. My go-to salon from now on.,Positive,2025-06-24
REV0421,CUST0032,BK03811,Waxing,4,Great value for money. Very satisfied with the facial treatment.,Positive,2024-10-11
REV0422,CUST0498,BK00192,Manicure,1,Waited 45 minutes beyond my appointment time. Very unprofessional.,Negative,2024-06-02
REV0423,CUST0314,BK01484,Hair Colour,4,The stylist was so professional and understood exactly what I wanted.,Positive,2024-06-04
REV0424,CUST0011,BK02218,Hair Colour,1,Too expensive compared to other salons in the area.,Negative,2025-03-11
REV0425,CUST0078,BK01533,Pedicure,1,Staff was unfriendly and unprofessional throughout.,Negative,2025-12-10
REV0426,CUST0317,BK02075,Hair Colour,1,Overpriced for the quality of service provided.,Negative,2025-06-26
REV0427,CUST0384,BK03700,Pedicure,4,Best salon in Nellore! Will definitely come back.,Positive,2024-08-26
REV0428,CUST0111,BK04531,Haircut,5,Punctual and professional. My go-to salon from now on.,Positive,2025-05-18
REV0429,CUST0416,BK04561,Haircut,3,Average experience. The waiting time was a bit long.,Neutral,2024-12-14
REV0430,CUST0474,BK01457,Haircut,5,Loved my haircut. The colouring came out exactly as I imagined.,Positive,2025-01-08
REV0431,CUST0144,BK01033,Haircut,4,Amazing experience! My hair looks absolutely stunning.,Positive,2025-10-17
REV0432,CUST0364,BK00119,Pedicure,5,Punctual and professional. My go-to salon from now on.,Positive,2024-08-18
REV0433,CUST0174,BK02918,Haircut,4,Quick service and great results. Highly recommend.,Positive,2025-07-12
REV0434,CUST0439,BK04981,Facial,5,Excellent bridal package. Made my wedding day perfect!,Positive,2025-07-07
REV0435,CUST0316,BK03004,Facial,4,Punctual and professional. My go-to salon from now on.,Positive,2024-05-28
REV0436,CUST0148,BK01589,Facial,2,Staff was unfriendly and unprofessional throughout.,Negative,2025-01-23
REV0437,CUST0192,BK00694,Haircut,4,Outstanding service. The hair spa was so relaxing.,Positive,2024-12-04
REV0438,CUST0250,BK00230,Haircut,5,Amazing experience! My hair looks absolutely stunning.,Positive,2025-03-02
REV0439,CUST0304,BK03217,Haircut,3,Average experience. The waiting time was a bit long.,Neutral,2025-09-25
REV0440,CUST0452,BK00387,Facial,2,Too expensive compared to other salons in the area.,Negative,2024-09-27
REV0441,CUST0233,BK03633,Waxing,4,Amazing experience! My hair looks absolutely stunning.,Positive,2025-12-19
REV0442,CUST0225,BK00294,Bridal Package,5,Quick service and great results. Highly recommend.,Positive,2025-03-01
REV0443,CUST0349,BK01090,Hair Colour,1,Waiting time is too long. They don't respect appointments.,Negative,2025-11-14
REV0444,CUST0432,BK02356,Haircut,3,Service was fine but the pricing is slightly high.,Neutral,2025-04-05
REV0445,CUST0349,BK02696,Pedicure,5,Great value for money. Very satisfied with the facial treatment.,Positive,2025-03-29
REV0446,CUST0420,BK02159,Hair Spa,3,Average experience. The waiting time was a bit long.,Neutral,2026-02-12
REV0447,CUST0087,BK02417,Haircut,5,Very clean and hygienic salon. Staff was warm and welcoming.,Positive,2026-04-12
REV0448,CUST0318,BK04288,Bridal Package,4,Great value for money. Very satisfied with the facial treatment.,Positive,2025-11-11
REV0449,CUST0229,BK01300,Bridal Package,5,Best salon in Nellore! Will definitely come back.,Positive,2025-10-30
REV0450,CUST0453,BK01784,Hair Colour,5,Quick service and great results. Highly recommend.,Positive,2024-07-04
REV0451,CUST0364,BK02461,Manicure,5,Quick service and great results. Highly recommend.,Positive,2024-09-28
REV0452,CUST0349,BK04514,Haircut,5,Quick service and great results. Highly recommend.,Positive,2025-12-10
REV0453,CUST0294,BK01199,Pedicure,4,Great value for money. Very satisfied with the facial treatment.,Positive,2026-04-22
REV0454,CUST0014,BK01010,Pedicure,4,Loved my haircut. The colouring came out exactly as I imagined.,Positive,2025-08-27
REV0455,CUST0457,BK01863,Waxing,5,Loved my haircut. The colouring came out exactly as I imagined.,Positive,2026-04-04
REV0456,CUST0375,BK02801,Manicure,4,Amazing experience! My hair looks absolutely stunning.,Positive,2025-04-23
REV0457,CUST0184,BK01257,Hair Colour,4,Punctual and professional. My go-to salon from now on.,Positive,2025-02-10
REV0458,CUST0500,BK03718,Waxing,5,Great value for money. Very satisfied with the facial treatment.,Positive,2025-01-26
REV0459,CUST0232,BK00924,Haircut,4,The stylist was so professional and understood exactly what I wanted.,Positive,2025-02-27
REV0460,CUST0255,BK02725,Facial,2,Too expensive compared to other salons in the area.,Negative,2026-02-12
REV0461,CUST0352,BK02849,Waxing,4,The stylist was so professional and understood exactly what I wanted.,Positive,2025-02-17
REV0462,CUST0447,BK00556,Pedicure,5,Quick service and great results. Highly recommend.,Positive,2024-12-19
REV0463,CUST0353,BK01070,Manicure,4,Punctual and professional. My go-to salon from now on.,Positive,2024-11-13
REV0464,CUST0204,BK03146,Haircut,5,Punctual and professional. My go-to salon from now on.,Positive,2024-09-15
REV0465,CUST0417,BK01234,Bridal Package,4,Outstanding service. The hair spa was so relaxing.,Positive,2025-06-15
REV0466,CUST0393,BK02453,Manicure,4,The stylist was so professional and understood exactly what I wanted.,Positive,2025-07-24
REV0467,CUST0448,BK02441,Bridal Package,2,The hair colour applied was completely wrong. Very disappointed.,Negative,2026-02-13
REV0468,CUST0286,BK04178,Haircut,5,Great value for money. Very satisfied with the facial treatment.,Positive,2026-03-02
REV0469,CUST0223,BK02088,Facial,2,Waited too long. No one even apologised for the delay.,Negative,2026-01-11
REV0470,CUST0477,BK01158,Haircut,5,Loved my haircut. The colouring came out exactly as I imagined.,Positive,2024-09-29
REV0471,CUST0205,BK00384,Manicure,5,Loved my haircut. The colouring came out exactly as I imagined.,Positive,2026-05-01
REV0472,CUST0090,BK04967,Bridal Package,5,Great value for money. Very satisfied with the facial treatment.,Positive,2025-05-01
REV0473,CUST0081,BK03606,Haircut,4,Outstanding service. The hair spa was so relaxing.,Positive,2025-08-25
REV0474,CUST0109,BK00085,Hair Colour,1,The staff was rude and did not listen to my requirements.,Negative,2024-08-30
REV0475,CUST0377,BK03398,Hair Colour,3,Average experience. The waiting time was a bit long.,Neutral,2026-04-25
REV0476,CUST0388,BK02375,Haircut,4,Punctual and professional. My go-to salon from now on.,Positive,2025-04-13
REV0477,CUST0027,BK04497,Waxing,2,The place needs better maintenance and cleanliness.,Negative,2024-08-10
REV0478,CUST0063,BK00243,Hair Spa,5,The staff is very skilled and the ambience is lovely.,Positive,2024-09-10
REV0479,CUST0272,BK01581,Hair Colour,5,Excellent bridal package. Made my wedding day perfect!,Positive,2025-03-13
REV0480,CUST0410,BK02631,Haircut,5,The stylist was so professional and understood exactly what I wanted.,Positive,2025-11-06
REV0481,CUST0306,BK01939,Hair Colour,3,Average experience. The waiting time was a bit long.,Neutral,2026-03-12
REV0482,CUST0418,BK02526,Waxing,4,Loved my haircut. The colouring came out exactly as I imagined.,Positive,2024-05-17
REV0483,CUST0456,BK04824,Waxing,4,Very clean and hygienic salon. Staff was warm and welcoming.,Positive,2025-01-03
REV0484,CUST0328,BK00742,Haircut,5,Loved my haircut. The colouring came out exactly as I imagined.,Positive,2025-12-29
REV0485,CUST0435,BK01757,Haircut,1,Waited too long. No one even apologised for the delay.,Negative,2025-02-17
REV0486,CUST0045,BK03553,Hair Colour,3,"Decent salon. Service was okay, nothing extraordinary.",Neutral,2026-01-26
REV0487,CUST0033,BK03029,Bridal Package,4,The staff is very skilled and the ambience is lovely.,Positive,2025-12-04
REV0488,CUST0109,BK01949,Hair Colour,3,"Mixed experience. Some services were great, others average.",Neutral,2024-09-09
REV0489,CUST0162,BK00975,Haircut,5,Very clean and hygienic salon. Staff was warm and welcoming.,Positive,2026-04-15
REV0490,CUST0172,BK00471,Waxing,4,Amazing experience! My hair looks absolutely stunning.,Positive,2025-01-08
REV0491,CUST0055,BK03744,Hair Colour,3,Service was fine but the pricing is slightly high.,Neutral,2025-02-10
REV0492,CUST0039,BK02315,Haircut,4,The staff is very skilled and the ambience is lovely.,Positive,2025-07-17
REV0493,CUST0202,BK02142,Pedicure,4,Amazing experience! My hair looks absolutely stunning.,Positive,2024-11-29
REV0494,CUST0315,BK00912,Hair Spa,2,Waiting time is too long. They don't respect appointments.,Negative,2025-09-11
REV0495,CUST0131,BK04494,Pedicure,4,Punctual and professional. My go-to salon from now on.,Positive,2025-05-29
REV0496,CUST0216,BK03404,Waxing,5,Excellent bridal package. Made my wedding day perfect!,Positive,2024-12-08
REV0497,CUST0457,BK04152,Pedicure,5,Great value for money. Very satisfied with the facial treatment.,Positive,2024-06-07
REV0498,CUST0409,BK01329,Hair Colour,3,Average experience. The waiting time was a bit long.,Neutral,2024-12-15
REV0499,CUST0068,BK04946,Bridal Package,4,Great value for money. Very satisfied with the facial treatment.,Positive,2025-04-20
REV0500,CUST0140,BK02447,Haircut,3,"Mixed experience. Some services were great, others average.",Neutral,2025-03-16
REV0501,CUST0270,BK00199,Facial,5,Outstanding service. The hair spa was so relaxing.,Positive,2024-08-11
REV0502,CUST0343,BK03773,Haircut,4,Outstanding service. The hair spa was so relaxing.,Positive,2026-02-27
REV0503,CUST0259,BK04983,Hair Colour,5,The staff is very skilled and the ambience is lovely.,Positive,2024-08-28
REV0504,CUST0080,BK01294,Facial,1,Pricing is not transparent. Hidden charges were added at billing.,Negative,2024-12-25
